Activity Master: Activity Master Number,Zone,Activity Code,Activity Name,Activity Name (Arabic),Status,Minimum Share Capital,License Type,Is Not Allowed for Coworking(ESR),Is Special,Activity Price,Activity Group,Description,Qualification Requirement,Documents Required
AM-06806,Freezone,100007,Specialty Marketing or Communications,??????? ??????? ?? ???????,Active,,Media,0,Standard,,Media & Marketing Services,Specialty Marketing or Communications,,Media Brief Form
AM-06174,Freezone,513960,Spectacles & Contact Lenses Trading,????? ???????? ?????? ???????? ???????,Active,,Commercial,1,Standard,,Medical eye glasses trading & eyes testing services,"Includes reselling spectacles and accessories, frames and multi-focal lenses, as well as contact lenses and eyewashes, sterilizers and optical and eye treatment devices.",,"Business Plan to be Reviewed and Approved by Sales Director. Ministry of Health & Prevention. For Warehouse & Land: Department of Civil Defense, General Resources Authority-CCTV. Guidelines on how to obtain the required NOC from MOHAP to conduct such business: 1. Facility must be dedicated Office/Warehouse/Land 2. International & local Marketing Authorization holders are allowed to operate within the UAE and register themselves as scientific offices with MOHAP. 3. All scientific offices are allowed to apply for registration, manage all their post marketing surveillance in the country, appoint local agents & issue invoices with the required authorization from the principal company. 4. A principal company/ Marketing Authorization Holder is recognized by MOHAP through the registration of their products. The registration certificate of any medical product/drug marketed within the UAE specifies the Marketing Authorization Holder, the Manufacturer & the local agent. 5. Scientific Offices are also eligible to request for a logistic storage hub, i.e. apply for a Good Storage Practice (GSP) certificate for logistic stores . 6. if the applicants for medical trading activity do represent the MAH (marketing authorization holder) of related medical product as distributors with relevant official agreements, GSP certificate from MOHAP can be issued after inspection and fulfilling the requirements accurately. Accordingly, they can practice such activities, otherwise, they are not eligible.'Mandatory RAKEZ Visa within 6 months of the License Issuance""."
AM-09369,Freezone,6201026,Speech Recognition Solutions,???? ?????? ??? ??????,Active,,Services,0,Standard,,Information Technology,"Creating and implementing computer vision solutions for image and video analysis, facial recognition, and object detection.",Acdemic Degree in Computer Science or qeuivalent,Certified Academic Degree
AM-03915,Freezone,5122-14,Spices Trading,????? ???????? ????????,Active,,Commercial,0,Standard,,Floor mills,"Includes reselling of dried, packed or preserved spices, whether as raw or after having been roasted, ground, blended or packed.",,For Warehouse & Land: RAK Municipality- Public Health Department
AM-06178,Freezone,515964,Spinning & Weaving Equipment & Spare Parts Trading,????? ????? ????? ?????? ???? ?????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,"Includes reselling machinery for various spinning and weaving processes, such as reelers, wrappers, looms, machines for making knotted net, textile printing, bleaching, dyeing, dressing, coating or impregnating textile fabrics.",,
AM-05889,Freezone,513926,Sponge Mattresses Trading,????? ??????? ???? ???????,Active,,Commercial,0,Standard,,Furnitures trading,made of foam rubbers.,,
AM-04008,Freezone,525108,Sport & Recreational Events Tickets E-TRADING,???????? ??????????? ??????? ????????? ????????? ?????????? ????????,Active,,E-Commerce,0,Standard,,E-Commerce,"Includes firms specialized in conducting selling sport and recreational events tickets to the general public over the internet without needing any human interaction using any of the applications that rely on the internet, it involves coordinating with payment service providers which offer online electronic payments by a variety of payment methods including credit card, smart cards, digital money E-cash.",,
AM-06707,Freezone,64990-11,"Sport Enterprises Investment, Institution and Management",????????? ?? ????????? ???????? ???????? ?????????,Active,,Commercial,1,Standard,,Investment,"Includes holding companies formed in order to invest their funds through establishing subsidiaries to carry out  investment in sport infrastructures and projects, it involves exercising operational control and managing the operations of their related units.",,"General Authority of Sports,Business Plan to be Reviewed and Approved by Sales Director, Proof of Funds proving that the investable / liquid assets exceeds 500k US Dollars (Can be either a bank confirmation letter, or an auditor or lawyer confirmation letter, and the letter should be current dated within last 60 days.'Mandatory RAKEZ Visa within 6 months of the License Issuance"". Activity Not Allowed for Flexi Units."
AM-05893,Freezone,513941,Sport Equipment & Articles Trading,????? ??????? ???????? ????????,Active,,Commercial,0,Standard,,Sports equipment trading,"Includes reselling sports and fitness fixed equipment, including cycling bikes treadmills, ping-pong tables, other sports acccessories, nets, spears, beech canes and games results calculators, also, equipment for exercising sailing, boat races, skiing, horse and camel races and any accessories used by sportsmen.",,
AM-05979,Freezone,924122,Sport Research & Consultancies,???????? ??????? ??????,Active,,Services,0,Standard,,Sport Club,"Includes the provision of advice and assistance to sport clubs and organizations on organizational and development issues, such as strategic planning, financial planning and budgeting, marketing and advertising objectives and policies, sport psychology, human resources policies.",,General Authority of Sports
AM-03916,Freezone,8541006,Sports Academy,???????? ??????,Active,,Services,0,Standard,,Sport Club,Sports Academy,,General Authority of Sports
AM-08405,Freezone,9241-49,Sports Broker,???? ?????,Active,,Services,0,Standard,,Sport Club,"Acting as a broker for football players and clubs aiming to provide best offers and deals negotiate and sign transfer or Secondment contracts with clubs. This also covers fostering interests of players and representing them before sports, local and international bodies.",,General Authority of Sports
AM-03547,Freezone,7020017,Sports Consultancy and Studies,???????? ??????? ??????,Active,,Services,0,Standard,,"Consultancy -D- management, information and marketing",Sports Consultancy and Studies,,General Authority of Sports
AM-08539,Freezone,7310023,Sports Events Marketing,????? ????????? ????????,Active,,Commercial,0,Standard,,Marketing services,"Includes firms engaged in marketing and promoting championships and festivals on behalf of the sport and cultural authorities and clubs, as well as finding official sponsors for such events, including the follow-up all the contracting subsequent formalities.",,
